Number; Misorientation x; Relative Distance x; Misorientation y; Relative Distance y
; 0.738075; 39.97; 1.54078; 34.64
; 0.729005; 29.98; 0.819005; 60.63
; 0.756922; 145.22; 0.769231; 25.97
; 0.893505; 179.88; 2.14977; 25.99
; 0.969144; 19.99; 0.79623; 69.28
; 0.869532; 19.99; 0.794262; 43.3
; 1.13263; 9.99; 0.782347; 43.3
; 0.963474; 10.0; 0.758988; 43.3
; ; ; 1.49776; 51.96
; ; ; 0.883817; 17.32
; ; ; 1.00794; 17.32
; ; ; 0.873125; 112.59
; ; ; 1.08643; 25.98
; ; ; 0.786836; 17.32
; ; ; 0.768213; 17.32
; ; ; 1.62076; 17.32
; ; ; 0.869982; 34.64
; ; ; 1.23543; 17.32
; ; ; 1.63853; 17.32
; ; ; 1.17503; 17.32
; ; ; 0.742304; 25.99
; ; ; 0.80113; 25.97
; ; ; 0.713816; 25.99
; ; ; 0.728468; 43.29
; ; ; 0.961034; 25.99
; ; ; 1.0423; 25.98
; ; ; 0.921536; 34.64
; ; ; 1.10181; 60.62
; ; ; 0.704434; 25.98
; ; ; 1.20853; 17.32
5; ; ; ;
; 2.48491; 40.0; 0.822819; 17.3205
; 0.807456; 35.4983; 1.0986; 26.2685
; 0.735419; 29.8587; 0.798194; 17.2386
; 2.2932; 49.885; 0.788327; 60.4164
; 0.781346; 410.355; 0.729542; 26.065
; 0.747558; 165.224; 0.737013; 199.245
; 0.705544; 15.436; 0.745461; 77.828
; 0.794262; 19.967; 1.03967; 95.33
; 0.948326; 29.954; 0.709967; 26.09
; 0.819005; 19.971; 0.931252; 103.89
; 1.25865; 39.947; 0.964692; 34.633
; ; ; 1.27901; 51.949
6; ; ; ;
; 0.750692; 190.788; 0.888234; 34.641
; 0.801619; 29.893; 0.784844; 242.487
; 0.789815; 69.836; 1.08787; 103.923
; 0.8816; 55.46; 0.712169; 34.641
7; ; ; ;
; 0.77329; 150.997; 0.850418; 554.346
; 0.762075; 99.602; 0.802107; 17.318
; 0.705544; 15.672; 0.821391; 424.579
; 0.965098; 9.954; 1.08282; 17.317
; 0.744936; 19.917; 0.703322; 34.63
; 0.861392; 29.895; 0.714911; 571.66
; 0.706652; 19.94; 0.732753; 554.34
; 0.836966; 662.043; ; 
; 0.738075; 130.97; ; 
; 0.740193; 49.83; ; 
; 0.764639; 180.82; ; 
; 1.02946; 75.46; ; 
8; ; ; ;
; 0.843487; 70.0; 0.771771; 17.3203
; 0.915998; 15.44; 0.708312; 17.3206
; 1.02488; 39.86; 0.92535; 17.3205
; 0.713267; 59.903; 0.837434; 34.6411
; 0.818527; 9.989; 1.16936; 17.3205
; 4.00839; 95.325; 0.815654; 43.386
; 0.969952; 35.52; 0.915143; 138.523
; 0.731149; 19.94; 0.759503; 95.35
; 2.94477; 19.946; 1.09217; 25.881
; 0.800153; 185.167; 5.04523; 17.319
; 1.0423; 15.567; 0.737013; 34.639
; 0.75537; 19.943; 3.35661; 95.325
; 5.135; 69.83; 0.897439; 51.954
; 0.782347; 95.368; 1.19124; 17.319
; 0.782347; 69.847; 0.751734; 121.23
; 0.780845; 35.501; 4.80302; 26.059
; 0.753814; 49.882; 0.855466; 17.318
; 1.01876; 29.935; 0.715458; 51.953
; 0.748604; 9.979; 1.16096; 17.317
; 0.716552; 35.504; 1.23035; 34.636
; 3.68142; 19.954; 1.26548; 17.318
; 0.767193; 39.91; 0.732219; 43.23
; 0.748604; 19.95; 0.831807; 17.32
; 10.0223; 15.56; 3.02466; 17.32
; 0.763614; 29.93; 0.725777; 26.04
; 0.724698; 29.92; 0.754333; 51.96
; 0.927884; 29.93; 0.773796; 121.23
; 1.06899; 125.3; 0.806486; 43.37
; 0.70165; 55.47; 0.789815; 17.32
; 0.847191; 79.81; 1.03854; 17.32
; 0.745986; 65.44; 0.761562; 34.63
; 3.1704; 29.93; 1.02755; 43.23
; 0.712169; 39.91; 4.5098; 17.32
; 1.03098; 15.56; ; 
; 0.906118; 19.95; ; 
; 0.732753; 19.95; ; 
; 0.704434; 19.95; ; 
; 0.734886; 19.95; ; 
; 0.795247; 49.89; ; 
; 0.899616; 45.48; ; 
; 1.80385; 39.91; ; 
; 0.723076; 105.35; ; 
; 0.818049; 45.49; ; 
; 1.0668; 59.85; ; 
9; ; ; ;
; 0.980785; 20.0; 0.761562; 34.6409
; 0.871779; 40.0; 0.901355; 112.6681
; 1.22045; 30.0; 0.855466; 43.217
; 0.74651; 55.258; 1.31462; 17.32
; 0.734886; 49.934; 0.758472; 26.034
; 0.782347; 69.949; 0.704434; 26.12
; 0.949563; 79.968; 0.723076; 34.618
; 0.732219; 95.232; 1.89072; 25.85
; 0.91941; 9.992; 0.769231; 17.319
; 1.23986; 29.979; 0.703322; 69.276
; 0.90309; 49.971; 0.957771; 34.638
; 0.704434; 19.99; 0.889115; 69.474
; ; ; 0.979587; 25.854
; ; ; 0.928727; 17.318
; ; ; 0.930411; 17.317
; ; ; 0.785841; 78.028
; ; ; 0.724157; 60.519
; ; ; 0.718733; 17.525
; ; ; 0.858206; 69.258
; ; ; 0.718733; 51.946
; ; ; 0.794262; 17.316
; ; ; 0.847653; 43.194
; ; ; 0.855466; 69.478
; ; ; 0.874469; 43.182
; ; ; 1.09468; 78.03
; ; ; 0.747558; 43.19
; ; ; 0.713816; 17.32
; ; ; 0.916852; 17.31
; ; ; 0.705544; 95.34
; ; ; 0.821391; 251.2
; ; ; 0.917706; 86.59
; ; ; 0.815654; 17.31
; ; ; 0.772278; 34.64

; 1.0991741830985915; 67.35959154929576; 1.8275941453488365; 73.68287790697667
