Number; Misorientation x; Relative Distance x; Misorientation y; Relative Distance y
1; ; ; ;
; 0.860483; 70.0; 0.832748; 270.74
; 1.01414; 40.0; 1.30266; 79.26
; 0.762075; 145.147; 0.727393; 113.573
; 0.749649; 39.98; 0.712718; 541.467
; 1.19091; 29.988; 0.927884; 166.41
; 0.900486; 39.988; 61.5391; 43.58
; 0.91386; 380.35; 42.66; 17.16
; ; ; 39.9866; 17.17
; ; ; 0.97237; 35.67
; ; ; 0.754851; 208.66
; ; ; 0.94626; 139.99
; ; ; 1.03363; 227.15
; ; ; 1.48543; 26.42
; ; ; 1.40026; 17.17
; ; ; 0.74441; 18.49
; ; ; 0.725237; 87.16
; ; ; 0.864567; 26.42
; ; ; 0.702208; 26.42
2; ; ; ;
; 1.22972; 20.0; 0.724157; 459.021
; 0.836031; 20.0; 0.946674; 510.927
; 0.718188; 870.659; ; 
; 0.749649; 330.431; ; 
3; ; ; ;
; 4.18545; 105.357; 1.30896; 10.0
; 0.723617; 9.969; 0.731684; 16.4575
; 0.845804; 29.932; 1.05573; 216.2355
; 1.52136; 49.934; 0.902223; 17.307
; 1.39606; 29.975; 1.99802; 104.28
; 0.855923; 19.986; 1.00561; 225.381
; 2.26157; 39.979; ; 
; 0.747034; 19.991; ; 
; 0.730078; 39.986; ; 
; 0.858662; 35.286; ; 
; 0.707206; 59.946; ; 
; 1.52701; 29.978; ; 
; 1.52341; 99.944; ; 
4; ; ; ;
; 0.829923; 30.0; 0.805515; 17.3206
; 1.02679; 40.0; 0.753814; 95.3734
; 0.716552; 50.0; 0.724157; 129.793
; 0.944605; 15.277; 0.865924; 17.321
; 0.931252; 129.864; 0.899616; 17.32
; 0.921111; 29.986; 0.92196; 77.978
; 0.777832; 19.992; 0.753814; 112.548
; 0.944605; 19.993; 0.882487; 51.961
; 0.860483; 9.997; 1.09754; 17.321
; 0.714364; 9.997; 0.875363; 17.32
; 0.860028; 19.994; 0.834625; 77.962
; 1.62895; 15.284; 0.724157; 51.96
; 0.878932; 139.899; 0.709967; 86.601
; 0.827089; 125.232; 0.843023; 25.964
; 0.788327; 19.985; 0.788823; 199.199
; 1.23099; 19.985; 0.99229; 43.288
; 0.758472; 29.98; 0.786339; 155.89
; 0.812288; 29.982; 1.19419; 17.32
; 0.932932; 29.983; 0.737013; 138.56
; 0.80794; 39.979; 0.704434; 17.32
; 0.726316; 65.265; 0.702765; 34.64
; 0.709967; 99.932; 0.735951; 17.32
; 0.742304; 39.974; 0.740193; 129.91
; 0.909567; 45.29; 0.809876; 17.32
; 0.793276; 99.93; 0.709967; 25.98
; 1.04305; 155.21; 0.770248; 51.96
; 0.706652; 19.99; 0.853634; 34.64
