Number, Misorientation x, Relative Distance x, Misorientation y, Relative Distance y
, 0.742831, 110.0, 1.07883, 87.178
, 6.21167, 140.0, 0.703322, 62.154
, 0.816613, 80.0, 1.19058, 25.024
, 4.09692, 30.0, 1.27226, 18.517
, 0.718188, 155.073, 0.716552, 235.029
, 0.95121, 29.996, , 
, 0.835563, 79.991, , 
, 0.870881, 29.997, , 
, 1.01491, 19.999, , 
, 1.26671, 79.994, , 
4, , , ,
, 0.823295, 131.149, 0.770248, 112.694
, 0.758472, 45.769, 0.85775, 857.718
, 0.775817, 19.805, 0.782847, 25.831
5, , , ,
, 1.21627, 50.0, 0.87133, 9.99999
, 0.849497, 130.0, 0.732219, 128.56401
, , , 0.735419, 26.057
, , , 0.850878, 25.905
, , , 0.893505, 17.32
, , , 0.717097, 17.321
, , , 0.713816, 17.32
, , , 0.845804, 233.853
, , , 0.738075, 69.279
, , , 0.708864, 17.32
, , , 0.816613, 43.361
6, , , ,
, 1.01259, 10.0, 0.817092, 9.99997
, 0.713267, 35.8258, , 
, 1.03136, 19.7486, , 
7, , , ,
, 1.21627, 10.0, 0.720908, 9.99999
, 1.06496, 55.5744, 0.738075, 139.33201
, 0.915143, 9.9239, 0.856837, 122.881
, 1.0468, 501.1297, , 
8, , , ,
, 0.937952, 10.0, 0.757956, 40.0
, 0.872228, 30.0, 0.985959, 20.0
, 0.942946, 55.3939, 0.876703, 30.0
, 0.845804, 19.9321, 0.802594, 25.326
, 0.847653, 89.857, 0.711619, 59.888
, 0.708864, 19.984, 0.987545, 59.946
, 0.748081, 45.388, 0.723076, 65.34
, 0.76515, 59.899, 0.723076, 9.983
, 0.775312, 290.513, 1.37174, 9.985
, 1.82177, 39.941, 0.769231, 315.063
, 0.952855, 49.937, 0.843023, 65.326
, 1.02488, 115.291, 1.35364, 9.988
, , , 1.30626, 9.988
, , , 0.842094, 19.977
, , , 0.805029, 19.979
, , , 0.772784, 155.235
, , , 1.18333, 39.957
, , , 0.781847, 59.939
, , , 0.760018, 29.98
, , , 0.780344, 235.15
, , , 0.74441, 29.98
, , , 0.78783, 25.35
, , , 0.784844, 19.98
, , , 0.778335, 59.94
9, , , ,
, 1.00988, 10.0, 0.853634, 10.0
, 0.904822, 26.0555, 0.830394, 35.8258
, 1.82349, 9.7703, 0.828035, 29.6726
, 0.705544, 19.7486, 1.50714, 127.4796
, 0.725777, 65.5746, 0.759503, 62.164
, 1.59545, 85.415, 1.61834, 9.813
, 0.873125, 105.306, 1.70846, 85.184
, 1.47883, 25.837, 0.990316, 45.817
, 0.758988, 19.853, 0.762075, 9.856
, 8.01249, 19.867, 2.67342, 16.276
, 0.706652, 9.939, 1.69835, 91.649
, 0.829451, 45.692, 5.06175, 229.124
, 1.00833, 35.795, 1.06275, 29.507
, 0.794754, 29.773, 0.778838, 45.823
, 0.931672, 19.862, 0.931252, 101.486
, 0.774302, 75.499, 0.801619, 45.823
, 1.15386, 15.932, 1.49672, 16.317
, 1.98031, 19.847, 0.731684, 9.833
, 2.06791, 105.284, 0.727393, 19.67
, 0.890873, 25.859, 4.14529, 19.69
, 0.720365, 59.573, 7.17201, 16.3
, 4.29993, 15.922, 0.800153, 55.66
, 2.93438, 65.572, 4.90409, 26.15
, 0.978388, 49.637, 5.11067, 9.84
, 0.943776, 9.932, 3.3686, 75.34
, 1.405, 15.926, 0.710518, 35.98
, , , 2.39016, 35.98
, , , 0.788327, 29.52
, , , 3.31954, 45.82
, , , 0.79031, 16.31
10, , , ,
, 0.793276, 60.0, 0.787333, 17.3206
, 0.92704, 45.357, 0.735951, 51.9615
, 1.165, 39.901, 0.706652, 103.9229
, 0.874469, 19.969, 0.885144, 17.321
, , , 0.700534, 26.038
, , , 0.798194, 17.316
, , , 0.958588, 17.317
, , , 0.912145, 86.59
, , , 0.74441, 34.638
, , , 0.794262, 43.267
, , , 0.744936, 43.329
, , , 0.758988, 17.319
, , , 0.82377, 69.279
, , , 0.803082, 112.56
11, , , ,
, 0.741777, 491.121, 0.708864, 360.416
, 0.803082, 36.041, 0.874021, 105.309
, 0.842559, 91.627, 0.717643, 49.93
, 0.720365, 55.6, 0.741777, 85.344
, 0.890434, 55.611, 0.704989, 175.21
, 0.90309, 127.671, 0.790805, 185.196
, 0.731684, 383.019, 0.859118, 9.986
, , , 0.93377, 45.419
, , , 0.770248, 105.33
, , , 1.12605, 9.98
, , , 0.748081, 49.91
, , , 0.766683, 69.89
12, , , ,
, 2.083, 34.641, 0.894818, 19.9999
, 0.888234, 17.3205, 0.846267, 35.6777
, 0.827562, 78.0385, 0.758988, 19.8207
, , , 2.36728, 55.6507
, , , 0.842094, 35.884
13, , , ,
, 1.18134, 10.0, 0.745461, 30.0001
, 1.31879, 24.641, 0.998972, 442.8639
, 0.98238, 69.762, 0.849497, 15.91
, 0.79623, 34.521, 1.04755, 19.852
, 0.868631, 17.281, , 
, 0.726316, 69.848, , 
, 0.713267, 26.336, , 
, 0.880712, 43.584, , 
, 0.729005, 173.388, , 
14, , , ,
, 2.97216, 34.641, 5.19682, 43.589
, 1.05053, 35.359, 1.14739, 69.105
, 3.40364, 43.578, 3.40364, 60.511
, 0.736482, 17.189, 6.20283, 26.044
, 4.4601, 34.46, 4.01766, 17.315
, , , 0.793276, 17.316
, , , 0.902223, 25.927
15, , , ,
, , , 0.787333, 183.576
, , , 0.804543, 26.424
, , , 0.702208, 34.336
, , , 0.91386, 87.176
, , , 0.717643, 17.2
, , , 0.710518, 35.606
, , , 0.710518, 453.059
, , , 0.832748, 96.379
, , , 0.877596, 253.554
, , , 0.904822, 77.96
, , , 0.796722, 17.19
, , , 0.799174, 18.42
, , , 3.35322, 17.19
, , , 1.25803, 17.18
16, , , ,
, 1.11487, 20.0, 1.16567, 39.9999
, 1.3797, 45.5744, 1.03779, 75.3261
, 0.828507, 35.9146, 0.807456, 29.932
, 0.853175, 9.866, 1.72397, 29.956
, 0.85775, 19.794, 0.716552, 35.499
, 0.810841, 29.786, 2.5413, 49.863
, 0.715458, 35.788, 0.714364, 29.941
, 1.12396, 19.841, 0.79623, 15.588
, 0.87133, 45.734, 0.804056, 19.932
, 1.2518, 65.574, 1.48964, 19.94
, 0.713267, 111.332, 1.23131, 29.922
, , , 0.826616, 19.954
, , , 0.87133, 19.959
, , , 1.41582, 9.981
, , , 1.62847, 15.568
, , , 0.853175, 39.887
, , , 0.957771, 145.25
, , , 0.782347, 29.932
17, , , ,
, 1.16432, 70.0, 2.30138, 9.99992
, 0.702765, 245.119, 0.846267, 16.45758
, 0.715458, 19.993, 0.87133, 25.5039
, 0.934189, 19.994, 0.981982, 26.1412
, 0.723076, 39.989, 0.804543, 69.8844
, 0.704434, 89.982, 0.879378, 120.9
, 0.848576, 59.992, 0.855008, 26.24
, 0.717097, 29.996, 0.901789, 17.283
, , , 0.928727, 17.287
, , , 0.730614, 26.252
, , , 1.3831, 104.377
, , , 0.705544, 17.272
, , , 1.26795, 34.554
, , , 0.965503, 182.47
, , , 0.810841, 156.201
, , , 0.930411, 69.123
, , , 0.704989, 69.802
, , , 0.704434, 173.482
, , , 0.810359, 17.28
, , , 1.05647, 17.28
, , , 0.701092, 217.02
18, , , ,
, 0.837434, 26.4575, 1.23162, 55.6777
, 0.703878, 55.396, 0.737013, 26.1758
, , , 0.977187, 26.3125
19, , , ,
, 0.860483, 226.495, 0.756922, 630.238
, 0.733821, 65.567, 0.733287, 125.209
, 0.702208, 25.9, 1.11382, 79.957
, 0.762075, 19.825, 0.757439, 89.961
, 0.785343, 65.574, 0.969548, 275.135
, 0.768722, 298.137, 0.821391, 235.15
, , , 0.79623, 69.97
20, , , ,
, 0.888674, 200.0, 0.806971, 34.6409
, 0.737013, 30.0, 0.814694, 26.1868
, , , 0.927462, 26.3503
, , , 1.40528, 17.225
, , , 0.841629, 26.364
, , , 0.702765, 26.395
, , , 0.714911, 60.783
, , , 0.712169, 26.391
, , , 0.739134, 34.411
, , , 0.819961, 79.163
, , , 0.947087, 25.235
, , , 1.00093, 17.23
, , , 0.764639, 157.12
, , , 0.87715, 52.751
21, , , ,
, 0.821391, 10.0, 1.07338, 17.3206
, 0.998188, 20.0, 0.805515, 18.735
, 0.741249, 75.357, 0.702208, 16.8596
, 3.30973, 85.431, 1.50376, 35.9667
, 1.76259, 19.925, 0.92196, 101.1181
, 0.837434, 29.911, 0.765662, 16.64
, 1.60401, 39.911, 1.28024, 45.749
, 1.63757, 9.982, 0.750171, 52.734
, 1.0468, 45.489, 0.891313, 19.377
, , , 0.74651, 16.675
, , , 0.702208, 36.052
, , , 1.09146, 52.773
, , , 1.66577, 9.659
, , , 0.718733, 45.728
, , , 0.979188, 16.709
, , , 0.715458, 19.344
, , , 0.969144, 62.427
, , , 0.943361, 19.374
, , , 1.482, 33.391
, , , 0.837901, 9.665
, , , 0.819005, 153.891
, , , 0.747558, 45.744
22, , , ,
, 0.767193, 45.8258, 0.863208, 165.227
, 0.851798, 19.7486, 0.87133, 35.522
, 0.969548, 173.3816, 0.874916, 9.964
, 0.770756, 16.387, 0.893943, 39.886
, 0.832277, 130.921, 0.751214, 135.277
, 0.734354, 245.48, 0.724157, 175.194
, 1.16768, 166.942, 0.731684, 19.964
, 0.725237, 19.666, 0.901355, 145.258
, 1.16264, 16.334, 0.743884, 15.53
, 0.723617, 238.954, 1.19779, 29.929
, 0.926196, 45.82, 0.874021, 69.855
, 1.1347, 19.66, 1.33706, 65.422
, 0.724698, 45.83, 0.781847, 29.935
, 0.762589, 35.99, 0.877596, 59.882
, 0.726855, 45.83, 0.849958, 65.415
, 0.806, 229.12, 0.859573, 39.92
, 0.846729, 26.18, 0.954086, 19.96
, 0.702208, 101.48, 0.93962, 95.36
, 0.792288, 65.47, , 
, 0.767193, 55.66, , 
, 0.738075, 9.83, , 
, 0.905686, 127.64, , 
, 0.70165, 26.17, , 

, 1.1661553597560987, 69.27124329268293, 1.158009263333333, 64.8621232333333
